text,category,location_label,location_mention,source,severity,sentiment
Loudspeaker noise disturbing residents in Waghodia Road.,other,Waghodia Road,Waghodia Road,Official App,Low,Negative
Help needed: Tree fallen on road in Jubilee Baug. It's been a week.,other,Raopura,Jubilee Baug,Social Media,Medium,Negative
"Car collision at ONGC Main Gate, ambulance needed.",accident,Tarsali,ONGC Main Gate,Official App,High,Negative
Alert: Huge traffic jam at Parivar Char Rasta. #Vadodara #VMC,traffic,Waghodia Road,Parivar Char Rasta,WhatsApp,Medium,Negative
Complaint: No electricity in Iskcon Temple for 4 hours. Please resolve asap.,electricity,Gotri,Iskcon Temple,WhatsApp,Medium,Negative
Action required: Wrong side driving is rampant in Shreyas School. It is very annoying.,traffic,Manjalpur,Shreyas School,WhatsApp,Medium,Negative
Action required: No electricity in Sarabhai Compound for 4 hours. Very dangerous situation.,electricity,Kala Ghoda,Sarabhai Compound,WhatsApp,High,Negative
Report: Kachra pada hai Kadak Bazar road pe. Authorities please take note.,garbage,Sayajigunj,Kadak Bazar,WhatsApp,Medium,Negative
Please check: Stray animal menace in Bright School. Please resolve asap.,other,Karelibaug,Bright School,WhatsApp,Medium,Negative
Vishwamitri river water entering D-Mart Waghodia low lying areas.,flooding,Waghodia Road,D-Mart Waghodia,News Headline,High,Negative
Help needed: Heavy traffic congestion in Tarsali Bypass during peak hours. #Vadodara #VMC,traffic,Tarsali,Tarsali Bypass,Social Media,Medium,Negative
Action required: Water pipeline leakage near Motnath Mahadev. It is very annoying.,water,Harni,Motnath Mahadev,WhatsApp,Medium,Negative
Complaint: It's extremely hot in Mandvi today. VMC please help.,weather,Mandvi,Mandvi,Social Media,Low,Neutral
Sweepers not coming to Sama Pond regularly.,garbage,Sama,Sama Pond,News Headline,Low,Negative
Please check: Tree fallen on road in Sursagar Lake.,other,Nyay Mandir,Sursagar Lake,WhatsApp,Medium,Negative
Report: Low pressure water in MS University Hostel. Calling municipal corporation.,water,Fatehgunj,MS University Hostel,Social Media,Medium,Negative
Urgent: Voltage fluctuation damaged appliances in Tarsali Bypass. Calling municipal corporation.,electricity,Tarsali,Tarsali Bypass,Social Media,High,Negative
Bike slipped due to oil spill near Sama.,accident,Sama,Sama,Official App,High,Negative
Urgent: Electric pole looking dangerous in Circuit House. It's been a week.,electricity,Alkapuri,Circuit House,WhatsApp,High,Negative
Report: Low pressure water in GIDC Manjalpur. Please resolve asap.,water,Manjalpur,GIDC Manjalpur,WhatsApp,Medium,Negative
Please check: Vishwamitri river water entering Harni low lying areas. It is very annoying.,flooding,Harni,Harni,Social Media,High,Negative
Help needed: Heavy rain predicted for Akota Bridge this evening. VMC please help.,weather,Akota,Akota Bridge,WhatsApp,Low,Neutral
Alert: Ganda paani aa raha hai Mujmahuda me. Calling municipal corporation.,water,Akota,Mujmahuda,Social Media,Medium,Negative
Cars parked illegally on Karelibaug road causing jam.,traffic,Karelibaug,Karelibaug,News Headline,Medium,Negative
"Heatwave alert for Bright School, stay indoors. Very dangerous situation.",weather,Karelibaug,Bright School,Social Media,High,Negative
Help needed: Frequent power cuts in RC Dutt Road since yesterday. #Vadodara #VMC,electricity,Alkapuri,RC Dutt Road,Social Media,Medium,Negative
Low pressure water in Subhanpura Wadi.,water,Subhanpura,Subhanpura Wadi,Official App,Medium,Negative
Help needed: Traffic signal not working at Harni crossroads. It is very annoying.,traffic,Harni,Harni,Social Media,Medium,Negative
Complaint: Bohat garmi hai Raopura Tower me aaj. Calling municipal corporation.,weather,Raopura,Raopura Tower,WhatsApp,Low,Neutral
Street lights not working in Mandvi. VMC please help.,electricity,Mandvi,Mandvi,WhatsApp,Medium,Negative
Please check: Cars parked illegally on Subhanpura Wadi road causing jam. Very dangerous situation.,traffic,Subhanpura,Subhanpura Wadi,Social Media,High,Negative
Unseasonal rain in Vasna Bhayli Road.,weather,Vasna Road,Vasna Bhayli Road,Official App,Low,Neutral
Report: Huge traffic jam at Harni Airport. Calling municipal corporation.,traffic,Harni,Harni Airport,WhatsApp,Medium,Negative
Report: Ganda paani aa raha hai Gotri Hospital me. It is very annoying.,water,Gotri,Gotri Hospital,Social Media,Medium,Negative
Action required: No electricity in Lehripura Gate for 4 hours. #Vadodara #VMC,electricity,Mandvi,Lehripura Gate,WhatsApp,Medium,Negative
Bike slipped due to oil spill near Nandesari GIDC. Please resolve asap.,accident,Nandesari,Nandesari GIDC,WhatsApp,High,Negative
Contaminated water supply in RC Dutt Road.,water,Alkapuri,RC Dutt Road,Official App,High,Negative
Accident prone zone near Motnath Mahadev school needs speed breaker.,accident,Harni,Motnath Mahadev,Official App,High,Negative
Urgent: Unknown person loitering suspiciously in Harni. #Vadodara #VMC,other,Harni,Harni,Social Media,Low,Negative
No electricity in Khanderao Market for 4 hours.,electricity,Nyay Mandir,Khanderao Market,Official App,Medium,Negative
Help needed: Contaminated water supply in Nandesari. Authorities please take note.,water,Nandesari,Nandesari,Social Media,High,Negative
Loudspeaker noise disturbing residents in Alkapuri Club.,other,Alkapuri,Alkapuri Club,Official App,Low,Negative
Please check: Accident ho gaya hai Parshuram Bhattha me. Very dangerous situation.,accident,Sayajigunj,Parshuram Bhattha,Social Media,High,Negative
"Help needed: Andhera hai Parivar Char Rasta me, lights fix karo. It's been a week.",electricity,Waghodia Road,Parivar Char Rasta,Social Media,Medium,Negative
Urgent: Cows sitting in the middle of Raopura road. VMC please help.,other,Raopura,Raopura,Social Media,High,Negative
Action required: Unknown person loitering suspiciously in Central Library.,other,Mandvi,Central Library,Social Media,Low,Negative
Terrible accident on Cow Circle main road.,accident,Akota,Cow Circle,WhatsApp,High,Negative
Alert: Need a traffic policeman at Harni Warasia Ring Road junction. #Vadodara #VMC,traffic,Harni,Harni Warasia Ring Road,WhatsApp,Medium,Negative
Action required: Very unhygienic conditions in Mandvi Gate vegetable market. It is very annoying.,garbage,Mandvi,Mandvi Gate,Social Media,Medium,Negative
Accident prone zone near Motnath Mahadev school needs speed breaker.,accident,Harni,Motnath Mahadev,Official App,High,Negative
Action required: Sweepers not coming to Akota Stadium regularly.,garbage,Akota,Akota Stadium,WhatsApp,Low,Negative
No water supply in Vrindavan Char Rasta since morning.,water,Waghodia Road,Vrindavan Char Rasta,Official App,High,Negative
Alert: GMERS is completely submerged. #Vadodara #VMC,flooding,Gotri,GMERS,Social Media,High,Negative
Bohat garmi hai Kala Ghoda me aaj.,weather,Kala Ghoda,Kala Ghoda,News Headline,Low,Neutral
Action required: Terrible accident on D-Mart Waghodia main road. Very dangerous situation.,accident,Waghodia Road,D-Mart Waghodia,WhatsApp,High,Negative
"Help needed: Andhera hai Fatehgunj Circle me, lights fix karo. Very dangerous situation.",electricity,Fatehgunj,Fatehgunj Circle,Social Media,High,Negative
Report: Low pressure water in Lehripura Gate. Calling municipal corporation.,water,Mandvi,Lehripura Gate,Social Media,Medium,Negative
Please check: Dead animal near Nandesari needs removal.,garbage,Nandesari,Nandesari,WhatsApp,High,Negative
Stray cattle blocking traffic at Sarabhai Compound.,other,Kala Ghoda,Sarabhai Compound,Official App,Medium,Negative
Complaint: It's extremely hot in Bright School Vasna today. VMC please help.,weather,Vasna Road,Bright School Vasna,Social Media,Low,Neutral
Alert: It's extremely hot in Parivar Char Rasta today. It's been a week.,weather,Waghodia Road,Parivar Char Rasta,WhatsApp,Medium,Negative
Complaint: Cows sitting in the middle of Harinagar road. Authorities please take note.,other,Gotri,Harinagar,WhatsApp,Medium,Negative
Strong winds blowing in Mandvi.,weather,Mandvi,Mandvi,News Headline,Low,Neutral
Traffic signal not working at Alkapuri crossroads.,traffic,Alkapuri,Alkapuri,News Headline,Medium,Negative
Accident ho gaya hai Rajmahal Road me.,accident,Nyay Mandir,Rajmahal Road,News Headline,High,Negative
Please check: Vishwamitri river water entering Gotri Hospital low lying areas. Please resolve asap.,flooding,Gotri,Gotri Hospital,Social Media,High,Negative
Garbage not collected in Akota Bridge for 3 days.,garbage,Akota,Akota Bridge,Official App,Medium,Negative
Foul smell coming from garbage dump in Makarpura. It's been a week.,garbage,Makarpura,Makarpura,Social Media,Medium,Negative
Electric pole looking dangerous in Tarsali.,electricity,Tarsali,Tarsali,Official App,High,Negative
Complaint: Strong winds blowing in Central Library. It's been a week.,weather,Mandvi,Central Library,Social Media,Low,Neutral
Alert: Dustbins are overflowing at Madhuban Circle. Authorities please take note.,garbage,Gorwa,Madhuban Circle,Social Media,High,Negative
Heavy rain predicted for Circuit House this evening.,weather,Alkapuri,Circuit House,Official App,Low,Neutral
"Andhera hai Susen Circle me, lights fix karo. Calling municipal corporation.",electricity,Tarsali,Susen Circle,WhatsApp,Medium,Negative
Complaint: Cleaning not done in Sama society. VMC please help.,garbage,Sama,Sama,WhatsApp,Medium,Negative
Alert: Drinking water smells bad in Leprosy Ground. Please resolve asap.,water,Ajwa Road,Leprosy Ground,Social Media,Medium,Negative
Please check: Wrong side driving is rampant in Bahucharaji Road. Authorities please take note.,traffic,Karelibaug,Bahucharaji Road,WhatsApp,Medium,Negative
Report: Dustbins are overflowing at Tarsali Bypass. Calling municipal corporation.,garbage,Tarsali,Tarsali Bypass,Social Media,High,Negative
Report: Bahut traffic hai Motnath Mahadev par. Calling municipal corporation.,traffic,Harni,Motnath Mahadev,Social Media,Medium,Negative
Urgent: Unknown person loitering suspiciously in Gotri. Very dangerous situation.,other,Gotri,Gotri,Social Media,Low,Negative
Action required: Bike slipped due to oil spill near Kala Ghoda. #Vadodara #VMC,accident,Kala Ghoda,Kala Ghoda,Social Media,High,Negative
Alert: Heavy rain caused flooding near Sama. Very dangerous situation.,flooding,Sama,Sama,WhatsApp,High,Negative
"Report: Car collision at Raopura Tower, ambulance needed. Very dangerous situation.",accident,Raopura,Raopura Tower,Social Media,High,Negative
Garden maintenance needed in Novino Battery.,other,Makarpura,Novino Battery,Official App,Low,Negative
Ganda paani aa raha hai Gotri me.,water,Gotri,Gotri,News Headline,Medium,Negative
Bohat garmi hai Leprosy Ground me aaj.,weather,Ajwa Road,Leprosy Ground,News Headline,Low,Neutral
Pedestrian hit by a speeding car in Vasna Bhayli Road.,accident,Vasna Road,Vasna Bhayli Road,Official App,High,Negative
Voltage fluctuation damaged appliances in Fatehgunj Circle.,electricity,Fatehgunj,Fatehgunj Circle,News Headline,Medium,Negative
Central Library is completely dark at night.,electricity,Mandvi,Central Library,News Headline,High,Negative
No electricity in Mandvi for 4 hours.,electricity,Mandvi,Mandvi,News Headline,Medium,Negative
Help needed: Stray animal menace in Concorde Building.,other,Alkapuri,Concorde Building,Social Media,Medium,Negative
Alert: Frequent power cuts in Motnath Mahadev since yesterday. It is very annoying.,electricity,Harni,Motnath Mahadev,Social Media,Medium,Negative
Very unhygienic conditions in Waghodia Road vegetable market.,garbage,Waghodia Road,Waghodia Road,News Headline,Medium,Negative
Please check: Pile of trash blocking the footpath in Mujmahuda. Please resolve asap.,garbage,Akota,Mujmahuda,Social Media,Medium,Negative
Complaint: Illegal encroachment on footpath in Bright School Vasna. Very dangerous situation.,other,Vasna Road,Bright School Vasna,Social Media,High,Negative
Action required: It's extremely hot in Bahucharaji Road today. Authorities please take note.,weather,Karelibaug,Bahucharaji Road,WhatsApp,Low,Neutral
Yellow water coming from tap in Harni Warasia Ring Road.,water,Harni,Harni Warasia Ring Road,News Headline,Medium,Negative
Water logging issue at Sayajigunj.,flooding,Sayajigunj,Sayajigunj,News Headline,High,Negative
Help needed: Water pipeline leakage near Kothi Kacheri. It is very annoying.,water,Raopura,Kothi Kacheri,WhatsApp,Medium,Negative
Help needed: Yellow water coming from tap in High Tension Road. #Vadodara #VMC,water,Subhanpura,High Tension Road,Social Media,Medium,Negative
Too many stray dogs in Tarsali attacking people.,other,Tarsali,Tarsali,Official App,Medium,Negative
Vishwamitri river water entering Tarsali Bypass low lying areas.,flooding,Tarsali,Tarsali Bypass,Official App,High,Negative
Complaint: Tree fallen on road in Tandalja Road. Authorities please take note.,other,Vasna Road,Tandalja Road,WhatsApp,Medium,Negative
Complaint: Alkapuri Club bridge is blocked due to heavy traffic. Very dangerous situation.,traffic,Alkapuri,Alkapuri Club,Social Media,High,Negative
Alert: Stray animal menace in Central Library. VMC please help.,other,Mandvi,Central Library,Social Media,Medium,Negative
Urgent: Water logging issue at Akota Stadium. It's been a week.,flooding,Akota,Akota Stadium,Social Media,High,Negative
"Report: Car collision at Khanderao Market, ambulance needed. Calling municipal corporation.",accident,Nyay Mandir,Khanderao Market,Social Media,High,Negative
Alert: Water logging issue at Subhanpura. Please resolve asap.,flooding,Subhanpura,Subhanpura,Social Media,High,Negative
Action required: No electricity in Rajmahal Road for 4 hours. Calling municipal corporation.,electricity,Nyay Mandir,Rajmahal Road,Social Media,Medium,Negative
Heavy rain caused flooding near Harinagar. #Vadodara #VMC,flooding,Gotri,Harinagar,Social Media,High,Negative
Please check: Sweepers not coming to Alkapuri regularly. VMC please help.,garbage,Alkapuri,Alkapuri,Social Media,Low,Negative
Bike slipped due to oil spill near Industrial Area.,accident,Nandesari,Industrial Area,News Headline,High,Negative
Sardar Estate is completely submerged.,flooding,Ajwa Road,Sardar Estate,Official App,High,Negative
"Report: Car collision at Muktanand Three Roads, ambulance needed.",accident,Karelibaug,Muktanand Three Roads,Social Media,High,Negative
Action required: Stray animal menace in Manjalpur. It is very annoying.,other,Manjalpur,Manjalpur,WhatsApp,Medium,Negative
Drinking water smells bad in Uma Char Rasta.,water,Waghodia Road,Uma Char Rasta,Official App,Medium,Negative
Alert: Vishwamitri river water entering Manjalpur low lying areas.,flooding,Manjalpur,Manjalpur,Social Media,High,Negative
Action required: Cleaning not done in GMERS society. Please resolve asap.,garbage,Gotri,GMERS,WhatsApp,Medium,Negative
Complaint: No electricity in Air Force Station for 4 hours. It is very annoying.,electricity,Makarpura,Air Force Station,Social Media,Medium,Negative
Help needed: Low pressure water in Karelibaug. It's been a week.,water,Karelibaug,Karelibaug,WhatsApp,Medium,Negative
Report: Low pressure water in Akota Bridge. #Vadodara #VMC,water,Akota,Akota Bridge,WhatsApp,Medium,Negative
Alert: Bahut traffic hai Tarsali Bypass par. VMC please help.,traffic,Tarsali,Tarsali Bypass,WhatsApp,Medium,Negative
Please check: GIDC Manjalpur is completely dark at night. It is very annoying.,electricity,Manjalpur,GIDC Manjalpur,Social Media,High,Negative
Kachra pada hai Bright School Vasna road pe.,garbage,Vasna Road,Bright School Vasna,Official App,Medium,Negative
Complaint: Foul smell coming from garbage dump in Chemical Zone. It's been a week.,garbage,Nandesari,Chemical Zone,Social Media,Medium,Negative
