text,category,location,source,urgency,sentiment
Water logging issue at Mandvi circle. VMC please help.,Waterlogging,Mandvi,WhatsApp,High,Negative
Urgent: Too many stray dogs in Kala Ghoda attacking people. #Vadodara #VMC,Stray Animals,Kala Ghoda,WhatsApp,High,Negative
Action required: Road surface is damaged at Mandvi. Calling municipal corporation.,Roads,Mandvi,WhatsApp,Medium,Negative
Vishwamitri river water entering Vasna Road low lying areas. It's been a week.,Waterlogging,Vasna Road,WhatsApp,High,Negative
Dead animal near Subhanpura needs removal.,Sanitation,Subhanpura,Official App,Medium,Negative
Harni is completely dark at night.,Street Lights,Harni,Official App,Medium,Negative
Urgent: Gadde hi gadde hai Gorwa ke road par. It is very annoying.,Roads,Gorwa,WhatsApp,High,Negative
Resurfacing needed for Akota street.,Roads,Akota,Official App,Medium,Negative
Barish ka paani Vasna Road me bhar gaya hai.,Waterlogging,Vasna Road,Official App,High,Negative
Alert: Dustbins are overflowing at Makarpura. Authorities please take note.,Sanitation,Makarpura,WhatsApp,Medium,Negative
Please check:  foul smell coming from garbage dump in Makarpura. Very dangerous situation.,Sanitation,Makarpura,WhatsApp,Medium,Negative
Complaint: Ganda paani aa raha hai Sama me. #Vadodara #VMC,Water Supply,Sama,Social Media,High,Negative
Dead animal near Gotri needs removal. Very dangerous situation.,Sanitation,Gotri,WhatsApp,Medium,Negative
Alert: No water supply in Waghodia Road since morning. VMC please help.,Water Supply,Waghodia Road,Social Media,High,Negative
Street lights not working in Fatehgunj. It's been a week.,Street Lights,Fatehgunj,Social Media,Medium,Negative
Complaint: Low pressure water in Subhanpura. It's been a week.,Water Supply,Subhanpura,Social Media,High,Negative
Alert: Cows sitting in the middle of Gotri road. It is very annoying.,Stray Animals,Gotri,WhatsApp,Medium,Negative
Please check: Cleaning not done in Kala Ghoda society.,Sanitation,Kala Ghoda,WhatsApp,Medium,Negative
Please check: Cows sitting in the middle of Mandvi road. Very dangerous situation.,Stray Animals,Mandvi,WhatsApp,Medium,Negative
"Akota road is full of potholes, very dangerous for bikers.",Roads,Akota,Official App,Medium,Negative
Action required: Blinkering street lights at Manjalpur crossroad. Calling municipal corporation.,Street Lights,Manjalpur,Social Media,Medium,Negative
Complaint: Kachra pada hai Makarpura main road pe. Please resolve asap.,Sanitation,Makarpura,WhatsApp,Medium,Negative
Contaminated water supply in Makarpura.,Water Supply,Makarpura,Official App,High,Negative
No water supply in Gorwa since morning.,Water Supply,Gorwa,News Headline,High,Negative
Yellow water coming from tap in Karelibaug. #Vadodara #VMC,Water Supply,Karelibaug,WhatsApp,High,Negative
Stray animal menace in Ajwa Road.,Stray Animals,Ajwa Road,Official App,Medium,Negative
"Please check: Knee deep water in Manjalpur, please help.",Waterlogging,Manjalpur,Social Media,High,Negative
"Knee deep water in Raopura, please help.",Waterlogging,Raopura,News Headline,High,Negative
Report: Bad road condition near Kala Ghoda school. #Vadodara #VMC,Roads,Kala Ghoda,Social Media,Medium,Negative
Urgent: Vishwamitri river water entering Akota low lying areas. Please resolve asap.,Waterlogging,Akota,Social Media,High,Negative
Contaminated water supply in Gorwa.,Water Supply,Gorwa,Official App,High,Negative
Suffocating smell near Ajwa Road GIDC.,Pollution,Ajwa Road,Official App,High,Negative
Alkapuri me bahut chemical ki badboo aa rahi hai.,Pollution,Alkapuri,Official App,High,Negative
Akota is completely dark at night. Please resolve asap.,Street Lights,Akota,Social Media,Medium,Negative
Please check: Ganda paani aa raha hai Kala Ghoda me.,Water Supply,Kala Ghoda,Social Media,High,Negative
Alert: Yellow water coming from tap in Kala Ghoda. Very dangerous situation.,Water Supply,Kala Ghoda,Social Media,High,Negative
Help needed: Garbage not collected in Sayajigunj for 3 days. VMC please help.,Sanitation,Sayajigunj,Social Media,Medium,Negative
Too many stray dogs in Sayajigunj attacking people.,Stray Animals,Sayajigunj,News Headline,Medium,Negative
Contaminated water supply in Gorwa.,Water Supply,Gorwa,News Headline,High,Negative
Stray animal menace in Karelibaug.,Stray Animals,Karelibaug,Official App,Medium,Negative
Gadde hi gadde hai Gorwa ke road par. #Vadodara #VMC,Roads,Gorwa,Social Media,Medium,Negative
Waterlogging near Makarpura is causing huge traffic jams.,Waterlogging,Makarpura,News Headline,High,Negative
Complaint: Gadde hi gadde hai Nyay Mandir ke road par. #Vadodara #VMC,Roads,Nyay Mandir,WhatsApp,Medium,Negative
Contaminated water supply in Harni.,Water Supply,Harni,News Headline,High,Negative
"Report: Andhera hai Gorwa me, lights fix karo. #Vadodara #VMC",Street Lights,Gorwa,Social Media,Medium,Negative
Action required: Dead animal near Karelibaug needs removal. VMC please help.,Sanitation,Karelibaug,Social Media,Medium,Negative
Report: Resurfacing needed for Fatehgunj street. Please resolve asap.,Roads,Fatehgunj,WhatsApp,Medium,Negative
Road surface is damaged at Manjalpur.,Roads,Manjalpur,News Headline,Medium,Negative
Stray animal menace in Fatehgunj.,Stray Animals,Fatehgunj,Official App,Medium,Negative
Tarsali is completely submerged.,Waterlogging,Tarsali,Official App,High,Negative
Dust pollution is unbearable in Ajwa Road.,Pollution,Ajwa Road,Official App,High,Negative
Action required: Bad road condition near Ajwa Road school. Authorities please take note.,Roads,Ajwa Road,WhatsApp,Medium,Negative
No water supply in Makarpura since morning. Authorities please take note.,Water Supply,Makarpura,Social Media,High,Negative
Unfinished road work in Harni causing dust. VMC please help.,Roads,Harni,Social Media,Medium,Negative
Help needed: Sayajigunj is completely dark at night. #Vadodara #VMC,Street Lights,Sayajigunj,WhatsApp,Medium,Negative
Help needed: Factory releasing black smoke near Nyay Mandir. Very dangerous situation.,Pollution,Nyay Mandir,Social Media,High,Negative
Help needed: Water logging issue at Akota circle.,Waterlogging,Akota,WhatsApp,High,Negative
Alert: Gadde hi gadde hai Makarpura ke road par. It's been a week.,Roads,Makarpura,WhatsApp,Medium,Negative
Complaint: Raopura is completely dark at night. It is very annoying.,Street Lights,Raopura,WhatsApp,Medium,Negative
Stray animal menace in Gorwa.,Stray Animals,Gorwa,Official App,Medium,Negative
Urgent: Vishwamitri river water entering Makarpura low lying areas. Calling municipal corporation.,Waterlogging,Makarpura,WhatsApp,High,Negative
Garbage not collected in Akota for 3 days.,Sanitation,Akota,Official App,Medium,Negative
Action required: Stray cattle blocking traffic at Ajwa Road.,Stray Animals,Ajwa Road,Social Media,Medium,Negative
Complaint: Stray animal menace in Raopura. It's been a week.,Stray Animals,Raopura,Social Media,Medium,Negative
Too many stray dogs in Ajwa Road attacking people.,Stray Animals,Ajwa Road,News Headline,Medium,Negative
Help needed: Gadde hi gadde hai Raopura ke road par. #Vadodara #VMC,Roads,Raopura,WhatsApp,Medium,Negative
Report: Resurfacing needed for Alkapuri street. It's been a week.,Roads,Alkapuri,WhatsApp,Medium,Negative
Urgent: Water logging issue at Manjalpur circle. Please resolve asap.,Waterlogging,Manjalpur,Social Media,High,Negative
Please check: Street lights not working in Karelibaug. It's been a week.,Street Lights,Karelibaug,Social Media,Medium,Negative
Please check: Dustbins are overflowing at Vasna Road. VMC please help.,Sanitation,Vasna Road,Social Media,Medium,Negative
Manjalpur me bahut chemical ki badboo aa rahi hai.,Pollution,Manjalpur,Official App,High,Negative
Terrible chemical smell in Kala Ghoda at night. VMC please help.,Pollution,Kala Ghoda,Social Media,High,Negative
Complaint: Contaminated water supply in Sama. Very dangerous situation.,Water Supply,Sama,WhatsApp,High,Negative
Complaint: Blinkering street lights at Kala Ghoda crossroad. #Vadodara #VMC,Street Lights,Kala Ghoda,WhatsApp,Medium,Negative
Yellow water coming from tap in Kala Ghoda. It is very annoying.,Water Supply,Kala Ghoda,WhatsApp,High,Negative
Road surface is damaged at Raopura.,Roads,Raopura,News Headline,Medium,Negative
Report: Barish ka paani Ajwa Road me bhar gaya hai. Very dangerous situation.,Waterlogging,Ajwa Road,Social Media,High,Negative
Complaint: Waterlogging near Vasna Road is causing huge traffic jams. VMC please help.,Waterlogging,Vasna Road,WhatsApp,High,Negative
Cows sitting in the middle of Manjalpur road.,Stray Animals,Manjalpur,Official App,Medium,Negative
Action required: Blinkering street lights at Manjalpur crossroad. It's been a week.,Street Lights,Manjalpur,Social Media,Medium,Negative
Too many stray dogs in Alkapuri attacking people.,Stray Animals,Alkapuri,Official App,Medium,Negative
Blinkering street lights at Nyay Mandir crossroad.,Street Lights,Nyay Mandir,Official App,Medium,Negative
"Alert: Andhera hai Fatehgunj me, lights fix karo. Very dangerous situation.",Street Lights,Fatehgunj,Social Media,Medium,Negative
No water supply in Subhanpura since morning.,Water Supply,Subhanpura,Official App,High,Negative
Blinkering street lights at Mandvi crossroad.,Street Lights,Mandvi,Official App,Medium,Negative
"Help needed: Andhera hai Karelibaug me, lights fix karo. It is very annoying.",Street Lights,Karelibaug,Social Media,Medium,Negative
Report: Factory releasing black smoke near Gorwa. Calling municipal corporation.,Pollution,Gorwa,Social Media,High,Negative
No water supply in Fatehgunj since morning.,Water Supply,Fatehgunj,Official App,High,Negative
Report: Drainage overflow causing water to unexpected levels in Manjalpur. Authorities please take note.,Waterlogging,Manjalpur,Social Media,High,Negative
Please check: Too many stray dogs in Sayajigunj attacking people. Please resolve asap.,Stray Animals,Sayajigunj,Social Media,Medium,Negative
Urgent: Too many stray dogs in Mandvi attacking people. Calling municipal corporation.,Stray Animals,Mandvi,Social Media,High,Negative
Help needed: Resurfacing needed for Manjalpur street. Very dangerous situation.,Roads,Manjalpur,WhatsApp,Medium,Negative
Help needed: Terrible chemical smell in Gotri at night. Calling municipal corporation.,Pollution,Gotri,Social Media,High,Negative
Complaint: Drainage overflow causing water to unexpected levels in Karelibaug. Very dangerous situation.,Waterlogging,Karelibaug,Social Media,High,Negative
Help needed: Stray animal menace in Subhanpura. It is very annoying.,Stray Animals,Subhanpura,WhatsApp,Medium,Negative
Urgent: Waterlogging near Subhanpura is causing huge traffic jams. It's been a week.,Waterlogging,Subhanpura,WhatsApp,High,Negative
No water supply in Gorwa since morning.,Water Supply,Gorwa,News Headline,High,Negative
Action required: Suffocating smell near Ajwa Road GIDC. #Vadodara #VMC,Pollution,Ajwa Road,Social Media,High,Negative
Report: Blinkering street lights at Vasna Road crossroad. #Vadodara #VMC,Street Lights,Vasna Road,Social Media,Medium,Negative
Report: Nyay Mandir me bahut chemical ki badboo aa rahi hai. It's been a week.,Pollution,Nyay Mandir,WhatsApp,High,Negative
Help needed: Gorwa me bahut chemical ki badboo aa rahi hai. #Vadodara #VMC,Pollution,Gorwa,Social Media,High,Negative
Help needed: Stray cattle blocking traffic at Gorwa. VMC please help.,Stray Animals,Gorwa,WhatsApp,Medium,Negative
Urgent: Stray animal menace in Sayajigunj. Authorities please take note.,Stray Animals,Sayajigunj,Social Media,High,Negative
Very unhygienic conditions in Harni vegetable market.,Sanitation,Harni,Official App,Medium,Negative
Help needed: Waghodia Road is completely dark at night. Authorities please take note.,Street Lights,Waghodia Road,WhatsApp,Medium,Negative
Action required: Akota is completely submerged. Authorities please take note.,Waterlogging,Akota,Social Media,High,Negative
Action required: Kachra pada hai Vasna Road main road pe. Calling municipal corporation.,Sanitation,Vasna Road,WhatsApp,Medium,Negative
Terrible chemical smell in Ajwa Road at night.,Pollution,Ajwa Road,News Headline,High,Negative
Please check: Gadde hi gadde hai Harni ke road par. It's been a week.,Roads,Harni,Social Media,Medium,Negative
Complaint: No water supply in Alkapuri since morning. It's been a week.,Water Supply,Alkapuri,WhatsApp,High,Negative
Too many stray dogs in Makarpura attacking people.,Stray Animals,Makarpura,News Headline,Medium,Negative
Barish ka paani Subhanpura me bhar gaya hai.,Waterlogging,Subhanpura,News Headline,High,Negative
Terrible chemical smell in Subhanpura at night.,Pollution,Subhanpura,Official App,High,Negative
Complaint: Bad road condition near Nyay Mandir school. #Vadodara #VMC,Roads,Nyay Mandir,WhatsApp,Medium,Negative
Report: Street lights not working in Raopura.,Street Lights,Raopura,Social Media,Medium,Negative
Subhanpura is completely submerged.,Waterlogging,Subhanpura,Official App,High,Negative
Too many stray dogs in Nandesari attacking people. Authorities please take note.,Stray Animals,Nandesari,Social Media,Medium,Negative
Street lights not working in Raopura.,Street Lights,Raopura,News Headline,Medium,Negative
Help needed: Huge potholes in Fatehgunj main road.,Roads,Fatehgunj,Social Media,Medium,Negative
"Report: Andhera hai Alkapuri me, lights fix karo. It's been a week.",Street Lights,Alkapuri,Social Media,Medium,Negative
Complaint: Garbage not collected in Akota for 3 days. Very dangerous situation.,Sanitation,Akota,Social Media,Medium,Negative
Gadde hi gadde hai Gotri ke road par.,Roads,Gotri,Official App,Medium,Negative
Cows sitting in the middle of Waghodia Road road. #Vadodara #VMC,Stray Animals,Waghodia Road,Social Media,Medium,Negative
Alert: Stray cattle blocking traffic at Akota. It is very annoying.,Stray Animals,Akota,Social Media,Medium,Negative
Action required: Karelibaug me bahut chemical ki badboo aa rahi hai. Please resolve asap.,Pollution,Karelibaug,WhatsApp,High,Negative
Help needed: Tarsali is completely dark at night. Calling municipal corporation.,Street Lights,Tarsali,WhatsApp,Medium,Negative
Air quality is very bad in Alkapuri.,Pollution,Alkapuri,WhatsApp,High,Negative
Dust pollution is unbearable in Waghodia Road. Authorities please take note.,Pollution,Waghodia Road,WhatsApp,High,Negative
Please check: Terrible chemical smell in Tarsali at night.,Pollution,Tarsali,Social Media,High,Negative
Urgent: Low pressure water in Gotri. Very dangerous situation.,Water Supply,Gotri,WhatsApp,High,Negative
